label,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,veil-type
"p","x","y","g","t","n","f","c","b","w","t","b","s","s","g","p","w","o","p","k","y","d","p"
"p","x","y","e","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","k","v","d","p"
"p","x","y","n","t","n","f","c","b","p","t","b","s","s","w","g","w","o","p","k","y","d","p"
"p","x","f","g","t","n","f","c","b","w","t","b","s","s","w","p","w","o","p","k","y","d","p"
"p","x","f","e","t","n","f","c","b","u","t","b","s","s","w","g","w","o","p","n","y","d","p"
"p","x","f","n","t","n","f","c","b","u","t","b","s","s","p","p","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","n","y","d","p"
"p","f","y","g","t","n","f","c","b","u","t","b","s","s","p","p","w","o","p","n","v","d","p"
"p","x","f","n","t","n","f","c","b","w","t","b","s","s","p","w","w","o","p","k","v","d","p"
"p","x","y","e","t","n","f","c","b","w","t","b","s","s","p","w","w","o","p","k","y","d","p"
"p","f","f","n","t","n","f","c","b","w","t","b","s","s","p","g","w","o","p","k","v","d","p"
"p","x","y","n","t","n","f","c","b","w","t","b","s","s","g","p","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","n","t","b","s","s","w","p","w","o","p","k","y","d","p"
"p","x","y","e","t","n","f","c","b","u","t","b","s","s","w","g","w","o","p","n","y","d","p"
"p","x","y","e","t","n","f","c","b","u","t","b","s","s","p","g","w","o","p","n","y","d","p"
"p","x","f","g","t","n","f","c","b","w","t","b","s","s","g","g","w","o","p","n","v","d","p"
"p","x","f","g","t","n","f","c","b","p","t","b","s","s","w","p","w","o","p","n","v","d","p"
"p","f","f","e","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","n","v","d","p"
"p","x","f","n","t","n","f","c","b","w","t","b","s","s","w","g","w","o","p","n","y","d","p"
"p","x","y","e","t","n","f","c","b","n","t","b","s","s","p","p","w","o","p","n","y","d","p"
"p","x","y","g","t","n","f","c","b","u","t","b","s","s","p","w","w","o","p","n","v","d","p"
"p","x","y","g","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","k","y","d","p"
"p","x","f","e","t","n","f","c","b","u","t","b","s","s","p","w","w","o","p","n","v","d","p"
"p","f","f","n","t","n","f","c","b","w","t","b","s","s","w","w","w","o","p","n","v","d","p"
"p","x","y","n","t","n","f","c","b","p","t","b","s","s","p","p","w","o","p","n","y","d","p"
"p","x","y","g","t","n","f","c","b","u","t","b","s","s","g","p","w","o","p","k","v","d","p"
"p","x","f","w","f","n","f","w","b","h","t","e","s","f","w","w","w","o","e","n","s","g","p"
"p","f","y","g","t","n","f","c","b","w","t","b","s","s","g","g","w","o","p","n","y","d","p"
"p","f","s","g","f","n","f","w","b","n","t","e","f","f","w","w","w","o","e","n","s","g","p"
"p","f","f","n","t","n","f","c","b","u","t","b","s","s","g","w","w","o","p","n","y","d","p"
"p","x","y","e","t","n","f","c","b","w","t","b","s","s","w","w","w","o","p","k","y","d","p"
"c","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","w","o","p","n","s","u","p"
"p","x","y","g","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","w","t","b","s","s","w","w","w","o","p","k","y","d","p"
"p","x","f","g","t","n","f","c","b","w","t","b","s","s","g","g","w","o","p","n","y","d","p"
"p","x","f","e","t","n","f","c","b","n","t","b","s","s","p","g","w","o","p","k","v","d","p"
"p","f","f","g","t","n","f","c","b","n","t","b","s","s","g","w","w","o","p","k","v","d","p"
"p","x","y","n","t","n","f","c","b","p","t","b","s","s","p","g","w","o","p","n","y","d","p"
"p","x","y","e","t","n","f","c","b","n","t","b","s","s","p","w","w","o","p","k","y","d","p"
"p","x","y","n","t","n","f","c","b","n","t","b","s","s","p","g","w","o","p","n","v","d","p"
"p","x","y","n","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","n","y","d","p"
"p","f","f","n","t","n","f","c","b","p","t","b","s","s","g","w","w","o","p","k","y","d","p"
"p","x","y","g","t","n","f","c","b","u","t","b","s","s","g","p","w","o","p","k","y","d","p"
"p","x","y","n","t","n","f","c","b","n","t","b","s","s","w","p","w","o","p","k","y","d","p"
"p","x","f","e","t","n","f","c","b","w","t","b","s","s","w","g","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","p","t","b","s","s","p","g","w","o","p","k","y","d","p"
"p","x","f","e","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","k","v","d","p"
"p","f","s","w","f","n","f","w","b","k","t","e","s","s","w","w","w","o","e","n","a","g","p"
"p","x","y","n","t","n","f","c","b","n","t","b","s","s","g","w","w","o","p","k","v","d","p"
"p","x","f","g","t","n","f","c","b","w","t","b","s","s","g","g","w","o","p","k","y","d","p"
"p","x","f","n","t","n","f","c","b","w","t","b","s","s","p","w","w","o","p","k","y","d","p"
"p","x","f","e","t","n","f","c","b","p","t","b","s","s","g","g","w","o","p","n","y","d","p"
"p","f","f","n","t","n","f","c","b","n","t","b","s","s","g","p","w","o","p","k","y","d","p"
"p","x","f","n","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","n","v","d","p"
"p","x","y","n","t","n","f","c","b","p","t","b","s","s","w","g","w","o","p","n","y","d","p"
"c","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","w","o","p","n","v","u","p"
"p","x","f","g","t","n","f","c","b","w","t","b","s","s","g","g","w","o","p","k","v","d","p"
"p","f","s","w","f","n","f","w","b","k","t","e","s","s","w","w","w","o","e","k","s","g","p"
"p","x","s","g","f","n","f","w","b","p","t","e","s","f","w","w","w","o","e","n","s","g","p"
"p","x","f","g","t","n","f","c","b","p","t","b","s","s","p","g","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","n","t","b","s","s","p","g","w","o","p","k","y","d","p"
"p","x","f","e","t","n","f","c","b","n","t","b","s","s","g","g","w","o","p","k","v","d","p"
"p","x","y","g","t","n","f","c","b","n","t","b","s","s","p","g","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","u","t","b","s","s","w","g","w","o","p","k","y","d","p"
"p","x","f","n","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","n","v","d","p"
"c","x","f","g","f","f","f","c","b","h","e","b","k","k","n","n","w","o","l","h","y","d","p"
"p","x","y","e","t","n","f","c","b","w","t","b","s","s","g","g","w","o","p","k","y","d","p"
"p","x","f","n","f","n","f","w","b","h","t","e","s","s","w","w","w","o","e","k","a","g","p"
"c","x","s","w","t","p","f","c","n","n","e","e","s","s","w","w","w","o","p","n","v","g","p"
"p","x","y","g","t","n","f","c","b","p","t","b","s","s","p","p","w","o","p","n","y","d","p"
"p","f","f","n","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","n","v","d","p"
"p","x","f","n","t","n","f","c","b","p","t","b","s","s","g","p","w","o","p","k","y","d","p"
"p","x","y","g","t","n","f","c","b","u","t","b","s","s","p","w","w","o","p","k","v","d","p"
"p","x","y","g","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","u","t","b","s","s","p","p","w","o","p","n","v","d","p"
"p","f","f","n","t","n","f","c","b","u","t","b","s","s","g","w","w","o","p","k","y","d","p"
"p","x","f","g","t","n","f","c","b","u","t","b","s","s","w","g","w","o","p","k","v","d","p"
"p","f","f","g","t","n","f","c","b","n","t","b","s","s","g","p","w","o","p","n","y","d","p"
"p","x","y","e","t","n","f","c","b","u","t","b","s","s","g","g","w","o","p","n","y","d","p"
"p","x","f","e","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","k","y","d","p"
"c","x","s","w","t","p","f","c","n","n","e","e","s","s","w","w","w","o","p","k","v","g","p"
"p","f","f","g","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","k","v","d","p"
"p","x","f","g","t","n","f","c","b","p","t","b","s","s","g","p","w","o","p","k","v","d","p"
"p","f","y","e","t","n","f","c","b","w","t","b","s","s","w","p","w","o","p","k","v","d","p"
"p","f","y","g","t","n","f","c","b","p","t","b","s","s","p","p","w","o","p","k","v","d","p"
"p","x","y","n","t","n","f","c","b","w","t","b","s","s","w","w","w","o","p","n","v","d","p"
"p","x","y","e","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","n","y","d","p"
"p","x","f","e","t","n","f","c","b","w","t","b","s","s","w","w","w","o","p","n","y","d","p"
"p","x","y","e","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","k","y","d","p"
"p","f","f","g","t","n","f","c","b","n","t","b","s","s","p","g","w","o","p","n","y","d","p"
"p","x","f","g","t","n","f","c","b","p","t","b","s","s","w","w","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","p","t","b","s","s","w","p","w","o","p","n","v","d","p"
"p","x","y","n","t","n","f","c","b","p","t","b","s","s","p","p","w","o","p","n","v","d","p"
"p","x","y","g","t","n","f","c","b","n","t","b","s","s","p","p","w","o","p","k","v","d","p"
"p","x","f","g","t","n","f","c","b","u","t","b","s","s","p","p","w","o","p","n","v","d","p"
"p","x","y","n","t","n","f","c","b","p","t","b","s","s","p","p","w","o","p","k","y","d","p"
"p","f","f","n","t","n","f","c","b","w","t","b","s","s","g","p","w","o","p","n","v","d","p"
"p","x","y","n","t","n","f","c","b","u","t","b","s","s","g","w","w","o","p","k","y","d","p"
"p","x","y","n","t","n","f","c","b","p","t","b","s","s","p","g","w","o","p","k","y","d","p"
"p","f","f","n","t","n","f","c","b","p","t","b","s","s","p","g","w","o","p","k","v","d","p"
"p","x","f","n","t","n","f","c","b","u","t","b","s","s","p","g","w","o","p","n","y","d","p"
"p","x","f","n","t","n","f","c","b","p","t","b","s","s","g","w","w","o","p","n","v","d","p"
"p","x","y","n","t","n","f","c","b","p","t","b","s","s","g","p","w","o","p","k","y","d","p"
"p","f","f","g","t","n","f","c","b","n","t","b","s","s","p","p","w","o","p","n","y","d","p"
"p","x","f","e","t","n","f","c","b","u","t","b","s","s","w","w","w","o","p","n","y","d","p"
"p","f","f","n","t","n","f","c","b","p","t","b","s","s","g","g","w","o","p","n","v","d","p"
"c","x","s","p","f","c","f","c","n","g","e","b","s","s","w","w","w","o","p","k","v","d","p"
"p","x","f","e","t","n","f","c","b","u","t","b","s","s","p","p","w","o","p","n","y","d","p"
"p","f","f","n","t","n","f","c","b","w","t","b","s","s","p","g","w","o","p","k","y","d","p"
"p","x","f","n","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","k","y","d","p"
"p","f","f","e","t","n","f","c","b","u","t","b","s","s","p","g","w","o","p","n","v","d","p"
"p","x","y","e","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","k","y","d","p"
"p","x","f","g","t","n","f","c","b","w","t","b","s","s","w","g","w","o","p","n","y","d","p"
"p","x","f","g","t","n","f","c","b","n","t","b","s","s","p","w","w","o","p","n","y","d","p"
"p","x","f","g","t","n","f","c","b","p","t","b","s","s","g","w","w","o","p","k","v","d","p"
"p","x","f","g","t","n","f","c","b","u","t","b","s","s","p","g","w","o","p","n","y","d","p"
"p","f","f","g","t","n","f","c","b","p","t","b","s","s","w","g","w","o","p","n","y","d","p"
"p","x","f","e","t","n","f","c","b","u","t","b","s","s","w","g","w","o","p","n","v","d","p"
"p","f","y","n","t","n","f","c","b","p","t","b","s","s","p","g","w","o","p","k","y","d","p"
"p","f","y","e","t","n","f","c","b","u","t","b","s","s","g","w","w","o","p","k","v","d","p"
"p","x","y","g","t","n","f","c","b","u","t","b","s","s","w","w","w","o","p","n","y","d","p"
"p","x","y","g","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","k","y","d","p"
"p","x","f","g","t","n","f","c","b","n","t","b","s","s","p","w","w","o","p","k","y","d","p"
"c","x","f","g","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","g","p"
"p","x","y","n","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","k","v","d","p"
"p","x","y","e","t","n","f","c","b","p","t","b","s","s","g","p","w","o","p","n","y","d","p"
"p","x","f","n","t","n","f","c","b","w","t","b","s","s","p","g","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","p","t","b","s","s","w","w","w","o","p","n","y","d","p"
"p","f","f","n","t","n","f","c","b","p","t","b","s","s","p","w","w","o","p","k","v","d","p"
"p","f","f","g","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","k","y","d","p"
"p","f","f","g","t","n","f","c","b","p","t","b","s","s","p","w","w","o","p","n","y","d","p"
"p","x","y","g","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","n","y","d","p"
"p","x","f","g","f","n","f","w","b","k","t","e","s","f","w","w","w","o","e","n","a","g","p"
"p","x","y","g","t","n","f","c","b","n","t","b","s","s","w","w","w","o","p","k","y","d","p"
"p","x","f","e","t","n","f","c","b","p","t","b","s","s","w","p","w","o","p","k","y","d","p"
"p","f","f","n","t","n","f","c","b","p","t","b","s","s","p","p","w","o","p","k","v","d","p"
"p","x","y","e","t","n","f","c","b","n","t","b","s","s","g","w","w","o","p","n","y","d","p"
"p","x","f","g","t","n","f","c","b","p","t","b","s","s","w","w","w","o","p","n","v","d","p"
"p","x","f","n","t","n","f","c","b","p","t","b","s","s","g","g","w","o","p","k","y","d","p"
"p","x","y","e","t","n","f","c","b","w","t","b","s","s","w","p","w","o","p","n","v","d","p"
"p","x","f","n","t","n","f","c","b","w","t","b","s","s","w","p","w","o","p","k","v","d","p"
"p","f","f","g","t","n","f","c","b","p","t","b","s","s","w","w","w","o","p","k","y","d","p"
"p","x","y","g","t","n","f","c","b","n","t","b","s","s","g","w","w","o","p","k","y","d","p"
"p","x","y","g","t","n","f","c","b","u","t","b","s","s","w","p","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","u","t","b","s","s","p","w","w","o","p","n","y","d","p"
"p","x","f","g","t","n","f","c","b","p","t","b","s","s","g","g","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","p","t","b","s","s","g","p","w","o","p","n","v","d","p"
"p","x","y","e","t","n","f","c","b","p","t","b","s","s","p","w","w","o","p","k","v","d","p"
"p","x","f","n","t","n","f","c","b","u","t","b","s","s","p","p","w","o","p","k","y","d","p"
"p","x","y","g","t","n","f","c","b","w","t","b","s","s","g","p","w","o","p","k","v","d","p"
"p","f","f","g","t","n","f","c","b","p","t","b","s","s","w","g","w","o","p","k","v","d","p"
"p","x","f","g","t","n","f","c","b","p","t","b","s","s","w","g","w","o","p","n","v","d","p"
"p","x","f","n","t","n","f","c","b","w","t","b","s","s","g","g","w","o","p","k","v","d","p"
"p","x","y","g","t","n","f","c","b","w","t","b","s","s","p","w","w","o","p","n","v","d","p"
"p","x","y","g","t","n","f","c","b","p","t","b","s","s","w","p","w","o","p","n","y","d","p"
"p","x","y","e","t","n","f","c","b","n","t","b","s","s","w","p","w","o","p","n","v","d","p"
"p","x","y","n","t","n","f","c","b","w","t","b","s","s","p","g","w","o","p","k","v","d","p"
"p","x","y","g","t","n","f","c","b","u","t","b","s","s","w","g","w","o","p","k","y","d","p"
"c","f","y","n","t","p","f","c","n","k","e","e","s","s","w","w","w","o","p","k","s","u","p"
"p","x","s","g","f","n","f","w","b","n","t","e","f","s","w","w","w","o","e","n","s","g","p"
"p","x","f","g","t","n","f","c","b","u","t","b","s","s","g","p","w","o","p","k","v","d","p"
"p","x","f","e","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","k","y","d","p"
"c","x","s","p","f","c","f","w","n","u","e","b","s","s","w","w","w","o","p","n","s","d","p"
"p","x","y","n","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","k","y","d","p"
"p","x","f","e","t","n","f","c","b","p","t","b","s","s","w","g","w","o","p","k","v","d","p"
"p","x","y","n","t","n","f","c","b","p","t","b","s","s","w","w","w","o","p","n","y","d","p"
"p","x","y","e","t","n","f","c","b","u","t","b","s","s","p","g","w","o","p","k","v","d","p"
"p","x","s","w","f","n","f","w","b","k","t","e","s","s","w","w","w","o","e","n","s","g","p"
"p","f","f","g","t","n","f","c","b","p","t","b","s","s","g","p","w","o","p","n","v","d","p"
"p","x","y","g","t","n","f","c","b","n","t","b","s","s","g","p","w","o","p","n","v","d","p"
"p","x","y","g","t","n","f","c","b","n","t","b","s","s","p","p","w","o","p","n","v","d","p"
"p","x","f","e","t","n","f","c","b","n","t","b","s","s","g","w","w","o","p","n","y","d","p"
"p","x","y","g","t","n","f","c","b","n","t","b","s","s","p","w","w","o","p","k","v","d","p"
"p","x","y","g","t","n","f","c","b","w","t","b","s","s","w","p","w","o","p","n","v","d","p"
"p","x","f","e","t","n","f","c","b","p","t","b","s","s","g","p","w","o","p","k","y","d","p"
"c","f","y","w","t","p","f","c","n","p","e","e","s","s","w","w","w","o","p","n","v","u","p"
"p","f","f","n","t","n","f","c","b","u","t","b","s","s","w","w","w","o","p","n","y","d","p"
"p","x","f","e","t","n","f","c","b","w","t","b","s","s","g","w","w","o","p","k","y","d","p"
"p","x","f","e","t","n","f","c","b","n","t","b","s","s","p","p","w","o","p","n","v","d","p"
"p","x","y","g","t","n","f","c","b","p","t","b","s","s","w","g","w","o","p","k","v","d","p"
"p","f","s","w","f","n","f","w","b","h","t","e","f","f","w","w","w","o","e","k","s","g","p"
"p","x","f","n","f","n","f","w","b","k","t","e","f","s","w","w","w","o","e","n","a","g","p"
"p","x","f","n","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","n","t","b","s","s","p","g","w","o","p","n","v","d","p"
"p","x","y","e","t","n","f","c","b","p","t","b","s","s","w","g","w","o","p","n","y","d","p"
"p","x","y","e","t","n","f","c","b","u","t","b","s","s","p","p","w","o","p","n","y","d","p"
"p","x","y","e","t","n","f","c","b","p","t","b","s","s","p","w","w","o","p","n","y","d","p"
"p","f","f","n","t","n","f","c","b","w","t","b","s","s","w","p","w","o","p","k","y","d","p"
"p","x","f","g","t","n","f","c","b","w","t","b","s","s","w","w","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","w","t","b","s","s","w","g","w","o","p","k","v","d","p"
"p","f","f","e","t","n","f","c","b","n","t","b","s","s","w","p","w","o","p","n","y","d","p"
"p","x","y","e","t","n","f","c","b","w","t","b","s","s","p","p","w","o","p","n","v","d","p"
"c","x","s","w","f","c","f","w","n","p","e","b","s","s","w","w","w","o","p","n","s","d","p"
"p","f","f","n","t","n","f","c","b","u","t","b","s","s","p","p","w","o","p","k","y","d","p"
"p","f","f","g","t","n","f","c","b","p","t","b","s","s","p","p","w","o","p","n","y","d","p"
"p","f","f","n","t","n","f","c","b","u","t","b","s","s","w","w","w","o","p","k","v","d","p"
"p","x","y","n","t","n","f","c","b","p","t","b","s","s","p","g","w","o","p","k","v","d","p"
"p","x","f","e","t","n","f","c","b","w","t","b","s","s","g","p","w","o","p","k","y","d","p"
"p","f","s","w","f","n","f","w","b","n","t","e","f","s","w","w","w","o","e","n","s","g","p"
"p","x","y","g","t","n","f","c","b","u","t","b","s","s","p","p","w","o","p","n","y","d","p"
"p","x","f","e","t","n","f","c","b","p","t","b","s","s","p","p","w","o","p","k","v","d","p"
"p","f","f","n","t","n","f","c","b","n","t","b","s","s","w","g","w","o","p","n","v","d","p"
